system:index,JRC_dist_max_extent_m,JRC_max_extent,area_m2,cls_bin,cls_det,is_moor,poly_id,.geo
000000000000000000be,5000.0,0.0,2508.2,Kein_Niedermoor,Urban,0,P0191,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,5000.0,0.0,2506.0,Kein_Niedermoor,Urban,0,P0198,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,5000.0,0.0,2525.8,Kein_Niedermoor,Urban,0,P0205,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,5000.0,0.0,2512.6,Kein_Niedermoor,Urban,0,P0207,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,5000.0,0.0,2499.3,Kein_Niedermoor,Urban,0,P0211,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,5000.0,0.0,2539.0,Kein_Niedermoor,Urban,0,P0215,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,5000.0,0.0,2486.3,Kein_Niedermoor,Urban,0,P0220,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,5000.0,0.0,2492.8,Kein_Niedermoor,Urban,0,P0222,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,5000.0,0.0,2512.6,Kein_Niedermoor,Urban,0,P0225,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,5000.0,0.0,2473.1,Kein_Niedermoor,Urban,0,P0228,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,5000.0,0.0,2512.4,Kein_Niedermoor,Urban,0,P0233,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,5000.0,0.0,2532.4,Kein_Niedermoor,Urban,0,P0236,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,5000.0,0.0,2502.7,Kein_Niedermoor,Urban,0,P0239,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,5000.0,0.0,2512.4,Kein_Niedermoor,Urban,0,P0241,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,5000.0,0.0,2552.3,Kein_Niedermoor,Urban,0,P0245,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,5000.0,0.0,2502.7,Kein_Niedermoor,Urban,0,P0250,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,0.0,1.0,2528.7,Kein_Niedermoor,Water,0,P0155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,0.0,1.0,2528.7,Kein_Niedermoor,Water,0,P0160,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,0.0,1.0,2552.3,Kein_Niedermoor,Water,0,P0162,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,0.0,1.0,2552.3,Kein_Niedermoor,Water,0,P0166,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,167.78523489932883,0.9664429530201342,2505.3,Kein_Niedermoor,Water,0,P0170,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,1590.6040268456377,0.6818791946308725,2517.0,Kein_Niedermoor,Water,0,P0177,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,0.0,1.0,2516.9,Kein_Niedermoor,Water,0,P0185,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,766.4756446991404,0.846704871060172,2539.0,Kein_Niedermoor,Water,0,P0195,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,0.0,1.0,2486.3,Kein_Niedermoor,Water,0,P0197,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,0.0,1.0,2486.3,Kein_Niedermoor,Water,0,P0203,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,2008.6705202312144,0.5982658959537573,2499.4,Kein_Niedermoor,Water,0,P0213,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,0.0,1.0,2512.6,Kein_Niedermoor,Water,0,P0227,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,1919.7080291970806,0.6160583941605839,2483.0,Kein_Niedermoor,Water,0,P0231,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,0.0,1.0,2512.6,Kein_Niedermoor,Water,0,P0232,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,0.0,1.0,2512.6,Kein_Niedermoor,Water,0,P0237,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121,5000.0,0.0,2520.2,Kein_Niedermoor,hochmoor,0,P0290,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000,5000.0,0.0,2518.4,Niedermoor,Niedermoor,1,P0001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,5000.0,0.0,2518.4,Niedermoor,Niedermoor,1,P0002,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,5000.0,0.0,2526.7,Niedermoor,Niedermoor,1,P0003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0005,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,5000.0,0.0,2514.2,Niedermoor,Niedermoor,1,P0007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0008,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0009,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,5000.0,0.0,2501.9,Niedermoor,Niedermoor,1,P0010,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,5000.0,0.0,2489.6,Niedermoor,Niedermoor,1,P0011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,5000.0,0.0,2517.4,Niedermoor,Niedermoor,1,P0012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0013,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,5000.0,0.0,2498.9,Niedermoor,Niedermoor,1,P0015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,5000.0,0.0,2536.0,Niedermoor,Niedermoor,1,P0016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,5000.0,0.0,2508.1,Niedermoor,Niedermoor,1,P0017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,5000.0,0.0,2471.2,Niedermoor,Niedermoor,1,P0018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,5000.0,0.0,2526.7,Niedermoor,Niedermoor,1,P0019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,5000.0,0.0,2508.1,Niedermoor,Niedermoor,1,P0020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,5000.0,0.0,2517.4,Niedermoor,Niedermoor,1,P0021,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,5000.0,0.0,2526.7,Niedermoor,Niedermoor,1,P0022,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,5000.0,0.0,2508.0,Niedermoor,Niedermoor,1,P0023,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,5000.0,0.0,2508.2,Niedermoor,Niedermoor,1,P0024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0025,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,5000.0,0.0,2526.7,Niedermoor,Niedermoor,1,P0026,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,5000.0,0.0,2520.5,Niedermoor,Niedermoor,1,P0029,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0030,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,5000.0,0.0,2477.3,Niedermoor,Niedermoor,1,P0031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,5000.0,0.0,2526.5,Niedermoor,Niedermoor,1,P0032,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0033,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,5000.0,0.0,2526.7,Niedermoor,Niedermoor,1,P0034,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,5000.0,0.0,2501.9,Niedermoor,Niedermoor,1,P0036,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,5000.0,0.0,2526.6,Niedermoor,Niedermoor,1,P0037,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0038,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,5000.0,0.0,2477.2,Niedermoor,Niedermoor,1,P0039,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0040,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0041,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0042,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,5000.0,0.0,2551.5,Niedermoor,Niedermoor,1,P0044,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,5000.0,0.0,2508.2,Niedermoor,Niedermoor,1,P0047,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0048,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,5000.0,0.0,2514.0,Niedermoor,Niedermoor,1,P0049,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,5000.0,0.0,2526.6,Niedermoor,Niedermoor,1,P0050,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0051,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,5000.0,0.0,2539.0,Niedermoor,Niedermoor,1,P0052,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,5000.0,0.0,2514.2,Niedermoor,Niedermoor,1,P0053,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,5000.0,0.0,2539.1,Niedermoor,Niedermoor,1,P0054,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,5000.0,0.0,2502.0,Niedermoor,Niedermoor,1,P0055,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,5000.0,0.0,2477.4,Niedermoor,Niedermoor,1,P0056,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,5000.0,0.0,2526.7,Niedermoor,Niedermoor,1,P0057,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,5000.0,0.0,2514.3,Niedermoor,Niedermoor,1,P0059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,5000.0,0.0,2501.9,Niedermoor,Niedermoor,1,P0060,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,5000.0,0.0,2501.9,Niedermoor,Niedermoor,1,P0061,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,5000.0,0.0,2477.4,Niedermoor,Niedermoor,1,P0062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,5000.0,0.0,2526.6,Niedermoor,Niedermoor,1,P0063,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,5000.0,0.0,2477.3,Niedermoor,Niedermoor,1,P0064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,5000.0,0.0,2526.6,Niedermoor,Niedermoor,1,P0065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,5000.0,0.0,2495.8,Niedermoor,Niedermoor,1,P0066,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,5000.0,0.0,2489.6,Niedermoor,Niedermoor,1,P0067,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,5000.0,0.0,2501.9,Niedermoor,Niedermoor,1,P0068,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,5000.0,0.0,2508.2,Niedermoor,Niedermoor,1,P0069,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,5000.0,0.0,2480.5,Niedermoor,Niedermoor,1,P0070,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0071,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,5000.0,0.0,2498.9,Niedermoor,Niedermoor,1,P0072,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,5000.0,0.0,2545.3,Niedermoor,Niedermoor,1,P0073,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,5000.0,0.0,2512.8,Niedermoor,Niedermoor,1,P0074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,5000.0,0.0,2508.1,Niedermoor,Niedermoor,1,P0075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,5000.0,0.0,2471.2,Niedermoor,Niedermoor,1,P0076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0077,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,5000.0,0.0,2503.4,Niedermoor,Niedermoor,1,P0078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,650.2890173410404,0.8699421965317921,2510.5,Niedermoor,Niedermoor,1,P0079,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,5000.0,0.0,2489.6,Niedermoor,Niedermoor,1,P0080,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,5000.0,0.0,2531.3,Niedermoor,Niedermoor,1,P0081,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0082,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,5000.0,0.0,2489.6,Niedermoor,Niedermoor,1,P0083,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,5000.0,0.0,2475.9,Niedermoor,Niedermoor,1,P0084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,5000.0,0.0,2517.4,Niedermoor,Niedermoor,1,P0086,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,5000.0,0.0,2462.0,Niedermoor,Niedermoor,1,P0087,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0088,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0089,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,5000.0,0.0,2531.4,Niedermoor,Niedermoor,1,P0090,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,5000.0,0.0,2458.6,Niedermoor,Niedermoor,1,P0091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,5000.0,0.0,2520.9,Niedermoor,Niedermoor,1,P0092,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,5000.0,0.0,2500.1,Niedermoor,Niedermoor,1,P0093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,5000.0,0.0,2531.2,Niedermoor,Niedermoor,1,P0094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,5000.0,0.0,2520.9,Niedermoor,Niedermoor,1,P0095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,5000.0,0.0,2520.9,Niedermoor,Niedermoor,1,P0096,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,5000.0,0.0,2531.3,Niedermoor,Niedermoor,1,P0097,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0098,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,5000.0,0.0,2510.5,Niedermoor,Niedermoor,1,P0099,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,5000.0,0.0,2531.3,Niedermoor,Niedermoor,1,P0100,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,5000.0,0.0,2489.7,Niedermoor,Niedermoor,1,P0101,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,5000.0,0.0,2500.1,Niedermoor,Niedermoor,1,P0102,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,5000.0,0.0,2520.8,Niedermoor,Niedermoor,1,P0103,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,5000.0,0.0,2510.5,Niedermoor,Niedermoor,1,P0104,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,5000.0,0.0,2510.4,Niedermoor,Niedermoor,1,P0105,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,5000.0,0.0,2510.4,Niedermoor,Niedermoor,1,P0106,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,5000.0,0.0,2489.5,Niedermoor,Niedermoor,1,P0107,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,5000.0,0.0,2479.3,Niedermoor,Niedermoor,1,P0108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,5000.0,0.0,2552.3,Niedermoor,Niedermoor,1,P0109,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,5000.0,0.0,2510.5,Niedermoor,Niedermoor,1,P0110,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,5000.0,0.0,2520.9,Niedermoor,Niedermoor,1,P0111,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,5000.0,0.0,2552.3,Niedermoor,Niedermoor,1,P0112,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,5000.0,0.0,2510.4,Niedermoor,Niedermoor,1,P0113,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,5000.0,0.0,2469.0,Niedermoor,Niedermoor,1,P0114,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,3429.530201342281,0.31409395973154364,2489.7,Niedermoor,Niedermoor,1,P0115,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,5000.0,0.0,2520.9,Niedermoor,Niedermoor,1,P0116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,5000.0,0.0,2505.2,Niedermoor,Niedermoor,1,P0117,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,5000.0,0.0,2552.3,Niedermoor,Niedermoor,1,P0118,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,5000.0,0.0,2615.3,Niedermoor,Niedermoor,1,P0119,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,5000.0,0.0,2536.6,Niedermoor,Niedermoor,1,P0120,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,5000.0,0.0,2513.1,Niedermoor,Niedermoor,1,P0121,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,5000.0,0.0,2583.8,Niedermoor,Niedermoor,1,P0122,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,5000.0,0.0,2505.2,Niedermoor,Niedermoor,1,P0123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,5000.0,0.0,2474.1,Niedermoor,Niedermoor,1,P0124,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,5000.0,0.0,2520.9,Niedermoor,Niedermoor,1,P0125,"{""type"":""MultiPoint"",""coordinates"":[]}"
